msoa11cd,median_annual_incomeE,median_annual_incomeE_lower_bound,median_annual_incomeE_upper_bound
E02003474,58100,48700,69400
E02003475,65700,54800,78900
E02003476,35700,29800,42800
E02003477,55300,46300,66100
E02003478,54900,45800,65800
E02003479,43900,36700,52400
E02003480,56600,47400,67500
E02003481,37000,30900,44300
E02003482,58600,49100,70000
E02003483,61900,51700,74000
E02003484,49900,41900,59600
E02003485,42100,35300,50200
E02003486,61600,51500,73700
E02003487,42800,35800,51100
E02003488,39700,33200,47400
E02003489,48000,40300,57200
E02003490,39100,32600,46900
E02003524,33700,27600,41100
E02003525,36800,30700,44100
E02003526,52700,44300,62800
E02003527,44500,37400,52900
E02003529,49400,41500,58800
E02003530,40900,34300,48900
E02003531,45700,38000,55000
E02003532,42700,35800,50900
E02003533,36100,30200,43200
E02003534,41500,34200,50300
E02003535,45100,37700,54000
E02003536,25500,20600,31500
E02003537,44100,36800,52800
E02003538,37800,31700,45200
E02003539,24900,20100,30900
E02003540,41500,34800,49600
E02003541,27200,22000,33700
E02003542,45400,38100,54200
E02003543,42500,35400,51000
E02003544,47800,39500,58000
E02003545,38200,31600,46200
E02003546,49300,41300,58700
E02003547,46500,38800,55700
E02003548,46600,39000,55700
E02006821,52700,44200,62800
E02003389,57700,48300,68900
E02003390,76900,63900,92600
E02003391,61200,51100,73300
E02003392,62500,52000,74900
E02003393,55600,46700,66300
E02003394,44100,36900,52800
E02003395,55400,46200,66500
E02003396,54900,46000,65600
E02003397,42700,35900,50900
E02003398,51800,43500,61800
E02003399,54400,45200,65500
E02003400,55700,46600,66500
E02003401,49300,41200,58900
E02003402,58500,48800,70100
E02003403,43200,36200,51400
E02003404,39100,32000,47800
E02003405,45700,38300,54600
E02003406,42400,35500,50600
E02003407,40500,33900,48400
E02003408,44000,36800,52700
E02003409,52000,43500,62100
E02003410,39900,33200,47800
E02003411,41500,34800,49500
E02003412,51400,43000,61400
E02003413,45100,37700,54000
E02003414,52900,44200,63300
E02003415,44600,37300,53300
E02003416,59500,49600,71500
E02003417,49800,41800,59400
E02003418,46300,38800,55200
E02003419,47200,39500,56200
E02003420,50600,42200,60800
E02003549,46900,38800,56600
E02003550,47300,39700,56400
E02003551,29600,24100,36500
E02003552,33900,28300,40700
E02003553,36700,29900,45000
E02003554,48500,40600,58100
E02003555,38600,32300,46100
E02003556,45600,38200,54300
E02003557,51300,42900,61400
E02003558,40200,33700,47900
E02003559,58400,49100,69600
E02003560,33800,28100,40600
E02003561,37500,31100,45200
E02003562,47500,39900,56600
E02003563,42100,35300,50200
E02003564,38700,32400,46200
E02003565,41900,34500,50900
E02003566,38200,31900,45700
E02003567,41700,34900,49900
E02003568,51500,43000,61600
E02003569,43200,36200,51600
E02003570,31200,25300,38600
E02003571,34100,27800,41800
E02003572,49000,41200,58400
E02003573,33900,28200,40800
E02003574,40100,33600,47800
E02003575,34800,28800,42000
E02003576,39900,33500,47600
E02003577,40800,33700,49400
E02003578,46600,39000,55800
E02003579,49400,41400,58900
E02003580,31400,25900,38000
E02003367,65100,54300,78000
E02003368,50300,42300,59900
E02003369,67300,56100,80600
E02003370,61300,51400,73300
E02003371,53900,45300,64200
E02003372,55400,46500,65900
E02003373,64400,53600,77200
E02003374,57900,48400,69200
E02003375,52800,44200,62900
E02003376,49500,41500,59000
E02003377,56500,47300,67400
E02003378,49100,41200,58500
E02003379,57400,48000,68600
E02003380,54900,46000,65500
E02003381,63700,53200,76200
E02003382,45400,38100,54000
E02003383,62000,51800,74100
E02003384,56200,47200,67000
E02003385,54600,45500,65400
E02003386,51500,43300,61400
E02003387,61800,51900,73700
E02003388,60100,50300,71800
E02003421,62100,52100,74100
E02003422,58700,49200,70000
E02003423,50200,42100,59800
E02003424,74900,62000,90500
E02003425,55800,46700,66800
E02003426,65300,54500,78200
E02003427,53900,45100,64400
E02003428,58000,48500,69300
E02003429,63100,52900,75200
E02003430,54500,44700,66500
E02003431,57800,48400,69000
E02003432,59600,49200,72200
E02003433,55300,46300,66100
E02003434,49500,41500,59000
E02003435,76700,63300,92800
E02003436,58100,48700,69300
E02003437,59200,49300,71000
E02003438,62700,52500,75000
E02003439,62100,52000,74200
E02003440,72600,60300,87400
E02003441,63300,53100,75600
E02003442,71900,59800,86400
E02003443,46200,38800,55200
E02003444,64800,54200,77400
E02003445,56900,47600,67900
E02003446,65900,55100,78700
E02003447,67800,56500,81500
E02003448,74300,61900,89200
E02003449,75300,62100,91300
E02003450,70100,58500,84100
E02003451,52300,43800,62600
E02003452,86100,71000,104500
E02003453,80100,66400,96600
E02003454,69800,58000,84000
E02003455,63600,52900,76500
E02003456,58000,48500,69300
E02003457,73600,61200,88500
E02003458,61800,51800,73800
E02003652,55800,46600,66800
E02003653,48500,40700,57800
E02003654,56800,47600,67600
E02003655,57600,48300,68700
E02003656,51700,43500,61600
E02003657,53200,44500,63500
E02003658,56300,47200,67000
E02003659,59600,49900,71300
E02003660,57500,48200,68500
E02003661,53400,44700,63800
E02003662,49300,41300,58700
E02003663,48000,40000,57600
E02003664,43600,36600,52000
E02003665,54800,45700,65600
E02003666,44400,37300,53000
E02003667,59600,49600,71500
E02003668,54000,45300,64300
E02003669,41200,34600,49200
E02003670,57000,47600,68200
E02003671,50300,42000,60300
E02003672,58100,48700,69300
E02003673,57700,48400,68800
E02003674,58200,48600,69800
E02003675,56700,47400,67900
E02003676,59300,49700,70800
E02003677,48800,41000,58100
E02003678,59100,49500,70500
E02003679,48200,40500,57500
E02003680,62400,52300,74500
E02003681,60700,50700,72500
E02003682,63800,53200,76500
E02003683,63100,52700,75500
E02003685,66900,56000,80000
E02003686,63200,53000,75300
E02003687,61200,51300,73100
E02006823,58700,49100,70000
E02003688,68500,57200,82200
E02003689,70100,58300,84200
E02003690,46800,39200,55800
E02003691,59900,50100,71600
E02003692,56700,47600,67600
E02003693,65300,54600,78200
E02003694,51200,42900,61100
E02003695,54300,45500,64900
E02003696,51500,43200,61400
E02003697,67100,56100,80200
E02003698,68400,57200,81900
E02003699,53900,45200,64200
E02003701,58800,49200,70200
E02003702,64400,53900,77100
E02003703,61000,51100,72900
E02003704,67800,56600,81200
E02003705,47800,40000,57100
E02003706,51100,42900,61000
E02003707,52400,44000,62500
E02003708,39900,33200,47800
E02003709,45700,38300,54600
E02003710,52500,43900,62700
E02003711,56300,46900,67500
E02003712,46600,39000,55700
E02003713,55500,46600,66300
E02003714,59600,49800,71300
E02003715,66400,55400,79700
E02003716,55300,46300,66000
E02003717,57100,47700,68300
E02003718,60100,50300,71800
E02006824,54800,45900,65400
E02004356,37100,30900,44500
E02004357,36100,30100,43400
E02004358,34200,28300,41400
E02004359,35400,29400,42700
E02004361,46300,38800,55200
E02004362,39500,33100,47300
E02004363,37500,31100,45100
E02004364,40600,33700,48900
E02004365,30900,25500,37400
E02004366,33400,27700,40400
E02004367,39400,32800,47400
E02006857,36800,30700,44300
E02006858,42800,35700,51200
E02004368,45000,37700,53600
E02004369,39700,33100,47700
E02004370,30300,25000,36900
E02004371,36400,30300,43800
E02004372,30400,24900,37200
E02004373,36900,30800,44200
E02004374,37300,31100,44800
E02004375,34500,28700,41500
E02004376,30700,25100,37500
E02004377,37800,31600,45300
E02004378,26800,21700,33100
E02004379,53500,44900,63800
E02004380,56300,47200,67200
E02004381,43600,36400,52100
E02004382,44900,37500,53800
E02004383,53500,44800,63800
E02004384,40600,33900,48500
E02004385,36700,30600,44200
E02004386,39700,33200,47500
E02004387,39400,32900,47200
E02004388,35000,29100,42000
E02004389,43900,36600,52700
E02004390,41300,34400,49600
E02004391,36600,30300,44100
E02004392,47600,39700,57000
E02004393,37400,31100,45100
E02004394,45200,37700,54100
E02004395,34700,28700,42000
E02004396,39300,32500,47600
E02004397,40500,33500,48800
E02004398,30800,25400,37300
E02004399,33400,27500,40600
E02004400,41800,34600,50500
E02004401,35500,29200,43000
E02004402,28800,23600,35100
E02004403,50400,42300,60200
E02004404,61800,51700,74000
E02004405,51600,43300,61600
E02004406,49300,41300,58700
E02004407,54900,46000,65400
E02004408,47400,39800,56500
E02004409,47800,40000,57300
E02004410,49700,41600,59400
E02004411,44900,37800,53500
E02004412,42700,35800,51000
E02004413,45600,38100,54600
E02004414,49900,41900,59400
E02004415,48700,40700,58300
E02004416,42800,35600,51400
E02004417,38000,31700,45500
E02004418,37600,31300,45100
E02004419,33700,27900,40600
E02004420,43700,36500,52200
E02004421,37100,30800,44600
E02004422,40800,34000,48800
E02004423,39700,33000,47700
E02004675,57600,48300,68800
E02004676,58900,49400,70300
E02004677,62800,52600,75000
E02004678,56300,47200,67100
E02004679,61300,51200,73500
E02004680,73400,60400,89200
E02004681,49900,41800,59600
E02004682,62200,52000,74400
E02004683,50500,42400,60100
E02004684,54200,45400,64700
E02004685,50900,42700,60800
E02004686,53200,44600,63500
E02004687,53500,44700,64100
E02004688,40500,34000,48400
E02004689,55100,46200,65600
E02004690,58100,48700,69400
E02004691,56600,47500,67600
E02004692,58000,48700,69000
E02004693,47100,39500,56200
E02004694,56000,47000,66700
E02004695,84500,69100,103300
E02004696,57500,48200,68500
E02004697,61300,51300,73200
E02004698,43200,36200,51500
E02004699,54000,45300,64300
E02004700,48100,40300,57500
E02004702,51800,43400,61800
E02004703,62000,52000,73900
E02004704,50700,42400,60600
E02004705,51400,43200,61200
E02004706,51500,43200,61300
E02004707,57200,47900,68100
E02004708,45000,37800,53600
E02004709,54400,45600,64800
E02004710,51700,43400,61600
E02006829,57300,48100,68300
E02006838,54100,45400,64500
E02004712,66500,55700,79500
E02004713,51600,43300,61400
E02004714,53500,44900,63700
E02004715,48600,40800,57900
E02004716,47900,40200,57100
E02004717,42700,35900,51000
E02004718,47200,39600,56300
E02004719,55700,46800,66400
E02004720,48500,40700,57800
E02004721,67900,56700,81400
E02004722,42000,35200,50100
E02004723,54200,45400,64700
E02004724,48300,40600,57500
E02004725,42300,35400,50500
E02004726,49400,41400,58900
E02004727,67400,56300,80700
E02004728,53400,44800,63600
E02004729,45100,37800,53800
E02004730,58200,48900,69400
E02004731,55300,46400,65900
E02004732,52800,44300,62900
E02004733,56200,47200,66900
E02004734,52400,44000,62500
E02004735,56700,47500,67600
E02004736,48500,40700,57900
E02004737,39200,32800,46900
E02004738,43600,36500,52000
E02004739,45500,38200,54300
E02004740,52500,44100,62500
E02004741,39000,32600,46500
E02004742,37900,31700,45200
E02004743,48500,40600,58000
E02004744,45000,37600,54000
E02004745,44300,37200,52800
E02004746,49900,41900,59500
E02004747,42000,35100,50200
E02004748,35900,29900,43100
E02004749,48300,40600,57500
E02004750,47100,39600,56200
E02004751,54800,46000,65300
E02004752,63400,53100,75800
E02004753,60800,50900,72700
E02004754,56500,47200,67500
E02004755,72900,60500,87800
E02004756,65500,54800,78400
E02004757,68200,57000,81500
E02004758,60400,50600,72200
E02004759,61300,51300,73100
E02004760,70300,58600,84400
E02004761,63400,52300,77000
E02004764,42700,35800,51100
E02004765,57400,48100,68600
E02004766,38300,32000,45700
E02004767,33400,27800,40200
E02004768,43200,36200,51400
E02004769,33900,28200,40700
E02004770,32900,27400,39500
E02004771,35300,29500,42400
E02004772,43800,36700,52200
E02004774,48100,40400,57400
E02004775,49100,41300,58400
E02004776,45000,37700,53700
E02004777,37300,31000,44900
E02004778,36100,30000,43500
E02006822,47700,39900,56900
E02006830,38300,32000,45800
E02006831,46400,38700,55600
E02004779,46500,38900,55500
E02004780,42300,35500,50500
E02004781,54100,45300,64600
E02004782,40500,33900,48400
E02004783,52200,43800,62200
E02004784,48300,40400,57700
E02004785,47500,39700,56800
E02004786,53400,44800,63700
E02004787,47600,40000,56700
E02004788,47900,40100,57200
E02004789,44700,37600,53200
E02004790,38900,32500,46600
E02004791,40400,33800,48200
E02004792,44200,37100,52700
E02004793,52100,43600,62300
E02004794,49600,41300,59600
E02004795,43900,36600,52600
E02004796,44300,36700,53500
E02004797,40600,34000,48600
E02004798,36900,30700,44300
E02004799,34000,28100,41100
E02004800,40200,33500,48400
E02004801,46200,38500,55500
E02004802,47400,39800,56500
E02004803,45100,37700,53800
E02004804,58400,48600,70000
E02004805,66100,55000,79400
E02004806,64100,53500,76900
E02004807,53600,45000,64000
E02004808,54100,45100,64900
E02004809,52200,42900,63700
E02004810,54000,45100,64700
E02004811,46600,39100,55600
E02004812,60300,50400,72200
E02004813,41000,34400,48900
E02004814,55600,46600,66400
E02004815,45600,38100,54600
E02004816,47200,39600,56300
E02004817,45600,38300,54400
E02004818,55300,46400,65900
E02004819,48300,40500,57700
E02004820,59100,49400,70700
E02004821,61900,51900,73900
E02004822,54600,45800,65100
E02004823,54700,45900,65100
E02004824,42400,35400,50700
E02004825,51900,43600,61900
E02004826,55000,46100,65600
E02004827,76400,63500,92000
E02004828,58000,48600,69200
E02004829,66800,55800,79900
E02004830,61700,51700,73600
E02004831,63200,52900,75600
E02004832,51900,43500,61800
E02004833,57500,48000,68900
E02004834,40000,33500,47900
E02004835,53100,44200,63900
E02004836,40700,33700,49200
E02004837,68400,57200,81900
E02004838,57500,48300,68600
E02004839,59600,50000,71100
E02004840,50000,42000,59600
E02004841,58000,48600,69200
E02004842,53100,44600,63300
E02004996,50200,42200,59800
E02004997,46900,39200,56000
E02004998,51500,43200,61300
E02004999,48200,40500,57500
E02005000,42200,35400,50300
E02005001,48200,40500,57500
E02005002,41800,35100,49900
E02005003,42900,35900,51300
E02005004,49800,41700,59400
E02005005,53300,44700,63500
E02005006,46300,38600,55400
E02005007,46800,39300,55700
E02005008,41900,35100,50200
E02005009,45600,38200,54500
E02005010,33800,28100,40800
E02005011,39100,32500,46900
E02005012,38600,32000,46500
E02005013,35600,29600,42900
E02005014,44800,37400,53700
E02005015,46600,39100,55600
E02005016,43600,36400,52200
E02005017,43000,36100,51300
E02005018,46200,38500,55300
E02005019,48400,40500,57900
E02005020,41500,34700,49700
E02005021,43900,34700,55500
E02005022,39800,32600,48600
E02005023,32400,26500,39600
E02005025,49300,41300,59000
E02005026,58000,48400,69400
E02005027,55100,46000,66000
E02006855,45400,38000,54400
E02006856,42800,35800,51200
E02005028,43400,36300,51900
E02005029,60100,50000,72300
E02005030,52800,44200,63100
E02005031,45300,37900,54100
E02005032,51300,42700,61500
E02005033,44900,37500,53600
E02005034,58200,48700,69600
E02005035,50600,42500,60300
E02005036,40100,33600,47800
E02005037,52900,44400,63000
E02005038,48400,40600,57600
E02005039,45500,38100,54200
E02005040,52100,43800,62000
E02005041,44500,37200,53300
E02005042,43800,36600,52400
E02005043,39400,32900,47100
E02005044,40300,33600,48300
E02005045,39500,33000,47200
E02005046,41200,34400,49200
E02005047,37900,31600,45300
E02005048,49300,41300,58800
E02005049,47300,39600,56400
E02005050,46900,39200,56200
E02005051,36500,30200,44100
E02005052,33400,27700,40400
E02005053,36100,29900,43500
E02005054,45900,38500,54800
E02005055,41500,34700,49700
E02005056,35600,29600,42800
E02005057,45700,38200,54700
E02005058,42400,35500,50600
E02005059,51200,43000,60900
E02005060,42700,35700,51000
E02005061,39500,32900,47400
E02005062,48300,40400,57600
E02005063,49400,41400,59000
E02005064,49600,41600,59100
E02005065,39000,32600,46700
E02005066,51800,43500,61700
E02005067,55200,46300,65800
E02005068,56200,47100,67100
E02005069,56400,47300,67300
E02005070,52200,43800,62200
E02005071,41400,34700,49400
E02005072,58300,48900,69400
E02005073,45100,37800,53800
E02005074,52800,44400,62900
E02005075,49700,41700,59100
E02005076,47800,40100,56900
E02005077,42900,36000,51200
E02005078,48300,40500,57500
E02005079,50900,42800,60700
E02005080,34000,28200,40800
E02005081,46700,39200,55800
E02005082,48800,40900,58300
E02005083,50000,41900,59600
E02005084,50400,42300,60100
E02005085,49800,41700,59300
E02005086,51800,43500,61700
E02005087,54000,45300,64500
E02005088,38400,32000,46100
E02005089,54000,45200,64500
E02005090,53200,44500,63500
E02005091,54900,45900,65500
E02005093,45000,37600,54000
E02005094,57200,48000,68300
E02005095,58100,48700,69300
E02005096,54200,45500,64600
E02005097,76600,63600,92300
E02005098,60300,50200,72400
E02005099,55800,46800,66500
E02005100,51200,42900,61100
E02005101,56800,47700,67700
E02006832,54700,45800,65300
E02005102,48000,40200,57400
E02005103,50600,42400,60300
E02005104,38000,31600,45600
E02005105,38400,32000,46100
E02005106,43200,36200,51600
E02005107,47200,39600,56200
E02005109,50000,42000,59600
E02005110,43700,36500,52200
E02005111,36900,30500,44800
E02005112,36400,30100,44000
E02005113,39100,32500,47100
E02005114,37400,31000,45100
E02006879,31800,25600,39500
E02006880,35600,29500,42800
E02005115,35000,28900,42400
E02005116,29900,24400,36500
E02005117,39300,32800,47200
E02005118,43600,36500,52100
E02005119,36300,30200,43700
E02005120,31700,25800,38800
E02005121,51700,43300,61700
E02005122,47600,39900,56800
E02005123,49600,41600,59100
E02005124,34700,28800,41800
E02005125,43800,36600,52400
E02005126,44800,37600,53500
E02005127,54600,45800,65000
E02005128,47200,39600,56300
E02005129,43600,36600,52000
E02005130,44200,36900,52800
E02005131,45400,37400,55200
E02005132,27400,22400,33600
E02005133,38800,32200,46800
E02005134,35100,29100,42200
E02005135,38700,32200,46500
E02005136,40800,33900,49100
E02005137,32700,27100,39500
E02005138,34100,28300,41000
E02005139,36600,30200,44400
E02005140,40800,33900,49100
E02005141,41900,34900,50300
E02005142,38500,31700,46600
E02005143,40500,33700,48600
E02005144,33800,27900,40900
E02005145,42200,35200,50600
E02005146,39200,32800,46900
E02005147,31900,26300,38700
E02005148,41400,34500,49700
E02005149,52600,44200,62600
E02005150,46900,39300,55900
E02005151,52300,43900,62300
E02005153,46500,39100,55400
E02005154,56200,47200,67000
E02005155,68400,57200,81900
E02005156,47300,39700,56400
E02005157,42500,35500,51000
E02005158,57000,47700,67900
E02005159,49500,41500,59100
E02005160,53600,44900,64000
E02005161,56600,47400,67700
E02006833,53900,45200,64200
E02005162,49700,41700,59300
E02005163,59800,50100,71500
E02005164,49900,42000,59400
E02005165,50800,42600,60500
E02005166,44600,37300,53300
E02005167,58000,48700,69100
E02005168,62300,52100,74500
E02005169,51400,42800,61800
E02005170,57200,48000,68300
E02005171,40500,34000,48300
E02005172,58000,48600,69200
E02005173,68200,56800,81700
E02005174,46100,38600,55000
E02005175,43600,36400,52200
E02005921,53200,44500,63600
E02005922,52400,43900,62600
E02005923,40900,34200,48900
E02005924,42100,35100,50500
E02005925,36500,30400,43700
E02005926,46000,38600,54900
E02005927,48100,40300,57400
E02005928,56700,47500,67700
E02005929,56300,47200,67200
E02005930,59500,49900,70900
E02005931,58300,48800,69800
E02005932,66700,55400,80300
E02005933,52000,43500,62100
E02005934,51100,42800,61000
E02005935,54100,45100,64900
E02005936,57200,47600,68700
E02005937,53200,44600,63600
E02005938,51400,43100,61200
E02005939,57200,47900,68500
E02005940,61600,51400,73800
E02005941,61800,50900,75100
E02005942,68400,55600,84300
E02005943,57000,47800,67900
E02005944,44200,36800,53100
E02005945,58400,48000,71100
E02005946,57600,47900,69300
E02005947,36100,26300,49600
E02005948,58500,48700,70400
E02005949,40200,33400,48300
E02005950,46900,39100,56300
E02005951,54800,45300,66200
E02005952,51600,43200,61700
E02005953,54300,45500,64700
E02005954,49100,40900,59000
E02005955,45900,38500,54700
E02005956,37800,31600,45300
E02005957,42300,35400,50500
E02005958,61800,51700,73900
E02005959,54300,45600,64700
E02005960,51700,43300,61700
E02005961,58000,48700,69200
E02005962,58300,48800,69600
E02005963,52100,43800,62100
E02005964,56600,47500,67500
E02005965,56600,47500,67500
E02005966,80000,65600,97400
E02005967,56000,46700,67100
E02005968,57500,47500,69500
E02005969,53300,44700,63500
E02005970,51600,43200,61700
E02005971,47600,39900,56700
E02005972,59000,49300,70500
E02005973,51200,42900,61000
E02005974,56600,47500,67600
E02005975,63900,53500,76400
E02005976,62600,52400,74900
E02005977,58300,48800,69600
E02005978,66500,55700,79500
E02005979,58300,48800,69500
E02005980,54000,44800,65000
E02005981,70000,58300,84000
E02005982,61200,51200,73200
E02005983,56700,47500,67800
E02005984,64900,54300,77500
E02005985,50900,42700,60700
E02005986,51800,43500,61800
E02005987,56200,47100,67000
E02005988,58200,48700,69700
E02005991,53900,45300,64100
E02005992,61400,51400,73400
E02006886,58900,49200,70500
E02005993,46500,39100,55400
E02005994,53100,44600,63200
E02005995,51600,43300,61600
E02005996,56300,47300,67100
E02005997,53500,44900,63700
E02005998,59500,49900,70800
E02005999,51900,43500,61900
E02006000,55400,46500,65900
E02006001,53300,44700,63600
E02006002,48000,40400,57100
E02006003,49800,41700,59400
E02006004,53500,45000,63700
E02006005,67000,55400,81100
E02006006,44900,37100,54400
E02006007,50700,42500,60500
E02006317,54700,45900,65300
E02006318,65800,54900,78900
E02006319,46600,39100,55600
E02006320,53700,44900,64200
E02006321,78000,64500,94500
E02006322,73900,61200,89400
E02006323,61200,51000,73400
E02006324,66100,55100,79300
E02006325,81500,67400,98400
E02006326,68800,56800,83300
E02006327,71400,59200,86100
E02006328,64800,53600,78200
E02006329,72800,60700,87500
E02006330,51400,43000,61400
E02006331,64400,53600,77500
E02006332,74000,61200,89600
E02006333,55600,46500,66300
E02006334,75500,62500,91200
E02006335,57400,48200,68400
E02006336,52900,44300,63100
E02006337,64400,53800,77000
E02006338,64100,53400,76900
E02006339,63400,52900,76100
E02006341,56400,47300,67200
E02006342,54200,45100,65100
E02006343,67100,56000,80400
E02006837,70200,58500,84300
E02006344,61100,51200,72900
E02006345,61900,51500,74300
E02006346,66300,55500,79300
E02006347,63000,52600,75500
E02006348,57700,48500,68700
E02006349,56300,47200,67200
E02006350,51600,43000,62100
E02006351,58500,48800,70000
E02006352,55600,46700,66300
E02006353,51000,42700,60900
E02006354,77800,64400,93900
E02006355,39500,32600,47900
E02006356,63600,52800,76600
E02006357,57900,48500,69200
E02006358,49900,40800,61000
E02006359,71200,58900,86100
E02006360,56000,46700,67200
E02006361,59100,49600,70400
E02006362,66900,55900,80100
E02006363,63300,52700,76100
E02006364,53200,44500,63600
E02006365,60800,50800,72700
E02006366,64700,54200,77300
E02006367,59100,49600,70500
E02006368,54500,45800,64900
E02006369,50500,42400,60100
E02006370,60600,50700,72500
E02006371,54500,45600,65000
E02006372,50100,42100,59700
E02006373,57500,48300,68600
E02006374,47600,40000,56700
E02006375,65400,54600,78300
E02006376,49900,41600,59800
E02006377,64700,54100,77500
E02006378,65300,54500,78100
E02006379,44900,37600,53500
E02006380,60900,51000,72700
E02006381,56700,47500,67600
E02006382,48000,40300,57300
E02006383,69000,57000,83500
E02006384,57900,48400,69400
E02006385,67300,55700,81300
E02006386,65900,54900,79200
E02006387,56900,47800,67900
E02006388,56300,47100,67200
E02006389,50400,42300,59900
E02006390,53700,45000,64100
E02006391,65900,54800,79400
E02006392,48500,40700,57900
E02006393,50100,42100,59700
E02006394,42400,35000,51500
E02006395,55800,46700,66800
E02006396,53000,44300,63300
E02006397,68100,56700,81700
E02006398,54300,45400,65100
E02006399,56900,47400,68200
E02006400,58000,48200,69700
E02006401,55000,45900,65900
E02006402,59000,49300,70400
E02006403,48100,40000,57900
E02006404,51300,42700,61600
E02006405,61000,50800,73200
E02006406,61400,51100,73800
E02006407,54200,45300,64800
E02006408,57500,47900,69100
E02006409,51200,42800,61200
E02006410,52700,44100,62900
E02006411,68500,56800,82500
E02006412,62100,51900,74200
E02006413,52200,43700,62300
E02006414,54800,46000,65400
E02006415,54900,46000,65400
E02006416,64000,53500,76500
E02006417,56200,47100,67100
E02006418,66400,55400,79500
E02006419,54800,46000,65400
E02006420,68200,56900,81600
E02006421,60100,50200,72000
E02006422,65500,54700,78600
E02006423,52900,44400,63000
E02006424,67500,56400,80900
E02006425,57900,48500,69000
E02006426,66300,55100,79600
E02006427,57800,48300,69100
E02006429,62900,52300,75700
E02006430,56400,47200,67400
E02006431,59600,49800,71300
E02006432,52900,44400,63000
E02006433,64800,54200,77400
E02006434,62100,51800,74500
E02006435,58700,49200,69900
E02006436,52000,43700,62000
E02006437,53900,45200,64200
E02006438,50100,42100,59700
E02006790,50900,42800,60500
E02006439,51900,43600,61800
E02006440,62300,52100,74400
E02006441,49000,41100,58500
E02006442,69700,58200,83400
E02006443,50000,41900,59800
E02006444,56500,47400,67400
E02006445,61700,51100,74500
E02006446,57400,48000,68500
E02006447,63500,53200,75800
E02006448,68700,57400,82400
E02006449,50500,42300,60200
E02006450,57600,48200,68800
E02006451,54800,46000,65400
E02006453,51500,43300,61300
E02006454,59100,49500,70600
E02006455,50800,42500,60600
E02006839,59600,50000,71100
E02006456,54300,45500,64700
E02006457,69500,57700,83600
E02006458,68300,56800,82000
E02006459,44100,37000,52600
E02006460,53500,44800,63800
E02006461,70100,58500,84000
E02006462,63700,53300,76200
E02006463,63200,52100,76600
E02006464,58600,49000,70000
E02006465,75900,62900,91600
E02006466,56900,47500,68100
E02006467,76100,63200,91600
E02006534,41200,34400,49200
E02006535,48600,40700,57900
E02006536,45700,38300,54400
E02006537,37000,30900,44300
E02006538,46500,39000,55500
E02006539,37800,31500,45200
E02006540,37500,31200,44900
E02006541,36100,30100,43400
E02006542,43900,36700,52500
E02006543,42200,35300,50500
E02006544,44700,37400,53400
E02006545,39000,32600,46700
E02006546,41800,35000,50000
E02006547,42000,35100,50200
E02006548,41800,35100,49900
E02006549,44200,36700,53300
E02006550,38300,31900,45900
E02006551,37800,31300,45500
E02006552,32900,27300,39500
E02006553,37700,31500,45200
E02006554,38400,32000,46200
E02006555,34100,28500,41000
E02006556,42300,35300,50700
E02006557,36300,30300,43400
E02006558,29700,24500,35900
E02006559,40900,34000,49200
E02006560,34100,28200,41300
E02006561,50600,42400,60400
E02006562,55500,46500,66100
E02006563,47100,39400,56300
E02006564,41800,35100,49900
E02006565,42500,35500,50900
E02006566,50300,42200,59900
E02006567,47600,39900,56900
E02006568,40700,34100,48600
E02006569,48300,40500,57600
E02006570,39900,33300,47600
E02006571,50600,42500,60300
E02006572,44700,37400,53500
E02006573,39600,33000,47600
E02006574,34300,28400,41400
E02006575,43800,36700,52200
E02006576,57200,47700,68600
E02006577,40400,33900,48100
E02006578,46200,38800,55100
E02006579,52200,43800,62300
E02006580,45500,38200,54300
E02006581,45400,38100,54200
E02006582,76700,63300,92800
E02006583,51200,42900,61100
E02006584,45400,37900,54500
E02006585,45900,38400,54900
E02006586,47000,39100,56600
E02006587,42900,35800,51300
E02006588,51900,43500,61900
E02006589,61200,51300,73000
E02006590,52500,44100,62500
E02006591,53600,45000,63900
E02006592,55900,46800,66800
E02006593,48600,40600,58100
E02006594,55800,46700,66700
E02006595,63400,52900,76000
E02006596,56600,47500,67500
E02006597,50300,42200,59900
E02006598,54100,45400,64500
E02006599,55400,46500,66100
E02006600,42800,35800,51200
E02006601,44700,37400,53400
E02006602,52300,43900,62400
E02006603,48000,40200,57300
E02006604,47000,39500,56100
E02006605,58100,48700,69400
E02006606,59000,49400,70600
E02006607,59100,49600,70400
E02006608,53700,45100,64100
E02006609,53000,44400,63100
E02006610,54800,46000,65300
E02006611,63500,53200,75900
E02006612,55500,46200,66800
E02006613,51500,43100,61600
E02006614,60900,51000,72800
E02006615,58900,49300,70300
E02006616,53800,45100,64100
E02006617,45100,37800,53900
E02006618,59100,49400,70800
E02006619,51600,43200,61700
E02006620,56000,46500,67400
E02006621,47100,39200,56500
E02006622,42000,35200,50200
E02006623,41400,34600,49600
E02006624,55800,46700,66600
E02006625,47500,39900,56600
E02006626,44400,37100,53000
E02006627,45500,38200,54300
E02006628,44700,37500,53300
E02006629,39300,32800,47000
E02006630,35400,29400,42600
E02006631,38200,31800,46000
E02006632,46600,38900,55900
E02006633,45700,38100,54700
E02002985,44500,37300,53100
E02002986,38400,32100,45900
E02002987,46500,39000,55500
E02002988,46000,38600,55000
E02002989,46300,38800,55200
E02002990,47800,39800,57300
E02002991,43100,35800,51800
